Prior disorder,Later disorder,Model,Time,HR,Lower,Upper
ODD,PTSD,B,4,11.8,8.1,17.2
ODD,PTSD,B,5,,,
ODD,PTSD,B,6,3.9,2.3,6.5
ODD,OCD,B,1,,,
ODD,OCD,B,2,,,
ODD,OCD,B,3,,,
ODD,OCD,B,4,,,
ODD,OCD,B,5,,,
ODD,OCD,B,6,,,
ODD,Adult SAD,B,1,,,
ODD,Adult SAD,B,2,,,
ODD,Adult SAD,B,3,24.3,16.3,36.5
ODD,Adult SAD,B,4,8.1,5.4,12.2
ODD,Adult SAD,B,5,4.2,2.6,6.8
ODD,Adult SAD,B,6,4.9,3.1,7.9
ODD,Child SAD,B,1,,,
ODD,Child SAD,B,2,,,
ODD,Child SAD,B,3,,,
ODD,Child SAD,B,4,,,
ODD,Child SAD,B,5,,,
ODD,Child SAD,B,6,,,
ODD,Anorexia nervosa,B,1,,,
ODD,Anorexia nervosa,B,2,,,
ODD,Anorexia nervosa,B,3,,,
ODD,Anorexia nervosa,B,4,,,
ODD,Anorexia nervosa,B,5,,,
ODD,Anorexia nervosa,B,6,,,
ODD,Bulimia nervosa,B,1,,,
ODD,Bulimia nervosa,B,2,,,
ODD,Bulimia nervosa,B,3,,,
ODD,Bulimia nervosa,B,4,,,
ODD,Bulimia nervosa,B,5,,,
ODD,Bulimia nervosa,B,6,,,
ODD,Binge eating disorder,B,1,,,
ODD,Binge eating disorder,B,2,,,
ODD,Binge eating disorder,B,3,,,
ODD,Binge eating disorder,B,4,,,
ODD,Binge eating disorder,B,5,,,
ODD,Binge eating disorder,B,6,,,
ODD,IED,B,1,,,
ODD,IED,B,2,,,
ODD,IED,B,3,20,14.2,28.2
ODD,IED,B,4,6.7,4.7,9.6
ODD,IED,B,5,,,
ODD,IED,B,6,,,
ODD,ADHD,B,1,,,
ODD,ADHD,B,2,,,
ODD,ADHD,B,3,,,
ODD,ADHD,B,4,,,
ODD,ADHD,B,5,,,
ODD,ADHD,B,6,,,
ODD,Conduct disorder,B,1,149.6,112.4,199.1
ODD,Conduct disorder,B,2,71.9,54.4,95.2
ODD,Conduct disorder,B,3,31.5,23.9,41.5
ODD,Conduct disorder,B,4,,,
ODD,Conduct disorder,B,5,,,
ODD,Conduct disorder,B,6,,,
ODD,Nicotine dependence,B,1,,,
ODD,Nicotine dependence,B,2,,,
ODD,Nicotine dependence,B,3,26.7,20.7,34.4
ODD,Nicotine dependence,B,4,7.5,5.9,9.5
ODD,Nicotine dependence,B,5,2.5,1.9,3.3
ODD,Nicotine dependence,B,6,2.3,1.7,3.1
ODD,Alcohol abuse,B,1,,,
ODD,Alcohol abuse,B,2,,,
ODD,Alcohol abuse,B,3,31.6,25.1,39.8
ODD,Alcohol abuse,B,4,7.1,5.7,8.9
ODD,Alcohol abuse,B,5,3.5,2.7,4.4
ODD,Alcohol abuse,B,6,3.1,2.3,4
ODD,Alcohol dependence,B,1,,,
ODD,Alcohol dependence,B,2,,,
ODD,Alcohol dependence,B,3,,,
ODD,Alcohol dependence,B,4,10.1,7.3,14
ODD,Alcohol dependence,B,5,4.8,3.4,6.9
ODD,Alcohol dependence,B,6,4.1,2.6,6.4
ODD,Drug abuse,B,1,,,
ODD,Drug abuse,B,2,,,
ODD,Drug abuse,B,3,28.7,21.6,38.3
ODD,Drug abuse,B,4,7.7,5.8,10.2
ODD,Drug abuse,B,5,4.1,3,5.6
ODD,Drug abuse,B,6,,,
ODD,Drug dependence,B,1,,,
ODD,Drug dependence,B,2,,,
ODD,Drug dependence,B,3,,,
ODD,Drug dependence,B,4,9.5,6,15.1
ODD,Drug dependence,B,5,5.5,3.5,8.6
ODD,Drug dependence,B,6,,,
Nicotine dependence,MDE,A,1,40.6,37.3,44.3
Nicotine dependence,MDE,A,2,18.7,17.1,20.4
Nicotine dependence,MDE,A,3,7.8,7.2,8.5
Nicotine dependence,MDE,A,4,3.8,3.5,4.2
Nicotine dependence,MDE,A,5,2.7,2.4,3
Nicotine dependence,MDE,A,6,2,1.7,2.4
Nicotine dependence,Bipolar disorder,A,1,,,
Nicotine dependence,Bipolar disorder,A,2,,,
Nicotine dependence,Bipolar disorder,A,3,,,
Nicotine dependence,Bipolar disorder,A,4,3.4,2.9,4.1
Nicotine dependence,Bipolar disorder,A,5,,,
Nicotine dependence,Bipolar disorder,A,6,,,
Nicotine dependence,Dysthymia,A,1,,,
Nicotine dependence,Dysthymia,A,2,,,
Nicotine dependence,Dysthymia,A,3,,,
Nicotine dependence,Dysthymia,A,4,4.4,3.7,5.2
Nicotine dependence,Dysthymia,A,5,,,
Nicotine dependence,Dysthymia,A,6,1.6,1,2.4
Nicotine dependence,Panic disorder,A,1,,,
Nicotine dependence,Panic disorder,A,2,,,
Nicotine dependence,Panic disorder,A,3,,,
Nicotine dependence,Panic disorder,A,4,3.2,2.6,3.9
Nicotine dependence,Panic disorder,A,5,,,
Nicotine dependence,Panic disorder,A,6,,,
Nicotine dependence,GAD,A,1,,,
Nicotine dependence,GAD,A,2,20.4,18.2,22.9
Nicotine dependence,GAD,A,3,8.8,7.8,10
Nicotine dependence,GAD,A,4,4.1,3.6,4.7
Nicotine dependence,GAD,A,5,2.9,2.5,3.3
Nicotine dependence,GAD,A,6,2.4,1.8,3.2
Nicotine dependence,Social phobia,A,1,,,
Nicotine dependence,Social phobia,A,2,,,
Nicotine dependence,Social phobia,A,3,,,
Nicotine dependence,Social phobia,A,4,,,
Nicotine dependence,Social phobia,A,5,,,
Nicotine dependence,Social phobia,A,6,,,
Nicotine dependence,Specific phobia,A,1,,,
Nicotine dependence,Specific phobia,A,2,,,
Nicotine dependence,Specific phobia,A,3,,,
Nicotine dependence,Specific phobia,A,4,,,
Nicotine dependence,Specific phobia,A,5,,,
Nicotine dependence,Specific phobia,A,6,,,
Nicotine dependence,Agoraphobia,A,1,,,
Nicotine dependence,Agoraphobia,A,2,,,
Nicotine dependence,Agoraphobia,A,3,,,
Nicotine dependence,Agoraphobia,A,4,,,
Nicotine dependence,Agoraphobia,A,5,,,
Nicotine dependence,Agoraphobia,A,6,,,
Nicotine dependence,PTSD,A,1,,,
Nicotine dependence,PTSD,A,2,,,
Nicotine dependence,PTSD,A,3,6.4,5.7,7.2
Nicotine dependence,PTSD,A,4,3.1,2.7,3.5
Nicotine dependence,PTSD,A,5,2.2,1.8,2.6
Nicotine dependence,PTSD,A,6,1.2,0.8,1.7
Nicotine dependence,OCD,A,1,,,
Nicotine dependence,OCD,A,2,,,
Nicotine dependence,OCD,A,3,,,
Nicotine dependence,OCD,A,4,,,
Nicotine dependence,OCD,A,5,,,
Nicotine dependence,OCD,A,6,,,
Nicotine dependence,Adult SAD,A,1,,,
Nicotine dependence,Adult SAD,A,2,,,
Nicotine dependence,Adult SAD,A,3,5.5,4.8,6.3
Nicotine dependence,Adult SAD,A,4,2.8,2.4,3.3
Nicotine dependence,Adult SAD,A,5,,,
Nicotine dependence,Adult SAD,A,6,1.1,0.7,1.8
Nicotine dependence,Child SAD,A,1,,,
Nicotine dependence,Child SAD,A,2,,,
Nicotine dependence,Child SAD,A,3,,,
Nicotine dependence,Child SAD,A,4,,,
Nicotine dependence,Child SAD,A,5,,,
Nicotine dependence,Child SAD,A,6,,,
Nicotine dependence,Anorexia nervosa,A,1,,,
Nicotine dependence,Anorexia nervosa,A,2,,,
Nicotine dependence,Anorexia nervosa,A,3,,,
Nicotine dependence,Anorexia nervosa,A,4,,,
Nicotine dependence,Anorexia nervosa,A,5,,,
Nicotine dependence,Anorexia nervosa,A,6,,,
Nicotine dependence,Bulimia nervosa,A,1,,,
Nicotine dependence,Bulimia nervosa,A,2,,,
Nicotine dependence,Bulimia nervosa,A,3,,,
Nicotine dependence,Bulimia nervosa,A,4,,,
Nicotine dependence,Bulimia nervosa,A,5,,,
Nicotine dependence,Bulimia nervosa,A,6,,,
Nicotine dependence,Binge eating disorder,A,1,,,
Nicotine dependence,Binge eating disorder,A,2,,,
Nicotine dependence,Binge eating disorder,A,3,,,
Nicotine dependence,Binge eating disorder,A,4,,,
Nicotine dependence,Binge eating disorder,A,5,,,
Nicotine dependence,Binge eating disorder,A,6,,,
Nicotine dependence,IED,A,1,,,
Nicotine dependence,IED,A,2,,,
Nicotine dependence,IED,A,3,,,
Nicotine dependence,IED,A,4,,,
Nicotine dependence,IED,A,5,,,
Nicotine dependence,IED,A,6,,,
Nicotine dependence,ADHD,A,1,,,
Nicotine dependence,ADHD,A,2,,,
Nicotine dependence,ADHD,A,3,,,
Nicotine dependence,ADHD,A,4,,,
Nicotine dependence,ADHD,A,5,,,
Nicotine dependence,ADHD,A,6,,,
Nicotine dependence,Conduct disorder,A,1,,,
Nicotine dependence,Conduct disorder,A,2,,,
Nicotine dependence,Conduct disorder,A,3,,,
Nicotine dependence,Conduct disorder,A,4,,,
Nicotine dependence,Conduct disorder,A,5,,,
Nicotine dependence,Conduct disorder,A,6,,,
Nicotine dependence,ODD,A,1,,,
Nicotine dependence,ODD,A,2,,,
Nicotine dependence,ODD,A,3,,,
Nicotine dependence,ODD,A,4,,,
Nicotine dependence,ODD,A,5,,,
Nicotine dependence,ODD,A,6,,,
Nicotine dependence,Alcohol abuse,A,1,36.3,33.1,39.9
Nicotine dependence,Alcohol abuse,A,2,17.5,16,19.1
Nicotine dependence,Alcohol abuse,A,3,7.2,6.5,7.9
Nicotine dependence,Alcohol abuse,A,4,3.8,3.4,4.3
Nicotine dependence,Alcohol abuse,A,5,2.6,2.2,3
Nicotine dependence,Alcohol abuse,A,6,2.3,1.7,3.2
Nicotine dependence,Alcohol dependence,A,1,,,
Nicotine dependence,Alcohol dependence,A,2,18.6,16.3,21.3
Nicotine dependence,Alcohol dependence,A,3,8.3,7.2,9.6
Nicotine dependence,Alcohol dependence,A,4,4.4,3.7,5.2
Nicotine dependence,Alcohol dependence,A,5,3.3,2.7,4.1
Nicotine dependence,Alcohol dependence,A,6,3.2,2.2,4.6
Nicotine dependence,Drug abuse,A,1,23.1,20.3,26.2
Nicotine dependence,Drug abuse,A,2,,,
Nicotine dependence,Drug abuse,A,3,5.2,4.5,6.1
Nicotine dependence,Drug abuse,A,4,2.5,2.1,2.9
Nicotine dependence,Drug abuse,A,5,,,
Nicotine dependence,Drug abuse,A,6,,,
Nicotine dependence,Drug dependence,A,1,,,
Nicotine dependence,Drug dependence,A,2,,,
Nicotine dependence,Drug dependence,A,3,,,
Nicotine dependence,Drug dependence,A,4,,,
Nicotine dependence,Drug dependence,A,5,,,
Nicotine dependence,Drug dependence,A,6,,,
Nicotine dependence,MDE,B,1,20.2,17.1,23.9
Nicotine dependence,MDE,B,2,8.8,7.4,10.4
Nicotine dependence,MDE,B,3,3.7,3.1,4.4
Nicotine dependence,MDE,B,4,1.9,1.5,2.2
Nicotine dependence,MDE,B,5,1.4,1.2,1.7
Nicotine dependence,MDE,B,6,1.3,1.1,1.7
Nicotine dependence,Bipolar disorder,B,1,,,
Nicotine dependence,Bipolar disorder,B,2,,,
Nicotine dependence,Bipolar disorder,B,3,,,
Nicotine dependence,Bipolar disorder,B,4,0.9,0.6,1.2
Nicotine dependence,Bipolar disorder,B,5,,,
Nicotine dependence,Bipolar disorder,B,6,,,
Nicotine dependence,Dysthymia,B,1,,,
Nicotine dependence,Dysthymia,B,2,,,
Nicotine dependence,Dysthymia,B,3,,,
Nicotine dependence,Dysthymia,B,4,0.9,0.6,1.2
Nicotine dependence,Dysthymia,B,5,,,
Nicotine dependence,Dysthymia,B,6,0.7,0.4,1.1
Nicotine dependence,Panic disorder,B,1,,,
Nicotine dependence,Panic disorder,B,2,,,
Nicotine dependence,Panic disorder,B,3,,,
Nicotine dependence,Panic disorder,B,4,0.8,0.6,1.2
Nicotine dependence,Panic disorder,B,5,,,
Nicotine dependence,Panic disorder,B,6,,,
Nicotine dependence,GAD,B,1,,,
Nicotine dependence,GAD,B,2,7.4,5.6,9.7
Nicotine dependence,GAD,B,3,3.3,2.5,4.3
Nicotine dependence,GAD,B,4,1.5,1.2,2
Nicotine dependence,GAD,B,5,1.1,0.8,1.5
Nicotine dependence,GAD,B,6,1.2,0.8,1.8
Nicotine dependence,Social phobia,B,1,,,
Nicotine dependence,Social phobia,B,2,,,
Nicotine dependence,Social phobia,B,3,,,
Nicotine dependence,Social phobia,B,4,,,
Nicotine dependence,Social phobia,B,5,,,
Nicotine dependence,Social phobia,B,6,,,
Nicotine dependence,Specific phobia,B,1,,,
Nicotine dependence,Specific phobia,B,2,,,
Nicotine dependence,Specific phobia,B,3,,,
Nicotine dependence,Specific phobia,B,4,,,
Nicotine dependence,Specific phobia,B,5,,,
Nicotine dependence,Specific phobia,B,6,,,
Nicotine dependence,Agoraphobia,B,1,,,
Nicotine dependence,Agoraphobia,B,2,,,
Nicotine dependence,Agoraphobia,B,3,,,
Nicotine dependence,Agoraphobia,B,4,,,
Nicotine dependence,Agoraphobia,B,5,,,
Nicotine dependence,Agoraphobia,B,6,,,
Nicotine dependence,PTSD,B,1,,,
Nicotine dependence,PTSD,B,2,,,
Nicotine dependence,PTSD,B,3,2.6,2,3.2
Nicotine dependence,PTSD,B,4,1.3,1,1.7
Nicotine dependence,PTSD,B,5,1,0.8,1.4
Nicotine dependence,PTSD,B,6,0.8,0.6,1.2
Nicotine dependence,OCD,B,1,,,
Nicotine dependence,OCD,B,2,,,
Nicotine dependence,OCD,B,3,,,
Nicotine dependence,OCD,B,4,,,
Nicotine dependence,OCD,B,5,,,
Nicotine dependence,OCD,B,6,,,
Nicotine dependence,Adult SAD,B,1,,,
Nicotine dependence,Adult SAD,B,2,,,
Nicotine dependence,Adult SAD,B,3,1.5,1.2,1.8
Nicotine dependence,Adult SAD,B,4,0.8,0.6,1
Nicotine dependence,Adult SAD,B,5,,,
Nicotine dependence,Adult SAD,B,6,0.5,0.3,0.8
Nicotine dependence,Child SAD,B,1,,,
Nicotine dependence,Child SAD,B,2,,,
Nicotine dependence,Child SAD,B,3,,,
Nicotine dependence,Child SAD,B,4,,,
Nicotine dependence,Child SAD,B,5,,,
Nicotine dependence,Child SAD,B,6,,,
Nicotine dependence,Anorexia nervosa,B,1,,,
Nicotine dependence,Anorexia nervosa,B,2,,,
Nicotine dependence,Anorexia nervosa,B,3,,,
Nicotine dependence,Anorexia nervosa,B,4,,,
Nicotine dependence,Anorexia nervosa,B,5,,,
Nicotine dependence,Anorexia nervosa,B,6,,,
Nicotine dependence,Bulimia nervosa,B,1,,,
Nicotine dependence,Bulimia nervosa,B,2,,,
Nicotine dependence,Bulimia nervosa,B,3,,,
Nicotine dependence,Bulimia nervosa,B,4,,,
Nicotine dependence,Bulimia nervosa,B,5,,,
Nicotine dependence,Bulimia nervosa,B,6,,,
Nicotine dependence,Binge eating disorder,B,1,,,
Nicotine dependence,Binge eating disorder,B,2,,,
Nicotine dependence,Binge eating disorder,B,3,,,
Nicotine dependence,Binge eating disorder,B,4,,,
Nicotine dependence,Binge eating disorder,B,5,,,
Nicotine dependence,Binge eating disorder,B,6,,,
Nicotine dependence,IED,B,1,,,
Nicotine dependence,IED,B,2,,,
Nicotine dependence,IED,B,3,,,
Nicotine dependence,IED,B,4,,,
Nicotine dependence,IED,B,5,,,
Nicotine dependence,IED,B,6,,,
Nicotine dependence,ADHD,B,1,,,
Nicotine dependence,ADHD,B,2,,,
Nicotine dependence,ADHD,B,3,,,
Nicotine dependence,ADHD,B,4,,,
Nicotine dependence,ADHD,B,5,,,
Nicotine dependence,ADHD,B,6,,,
Nicotine dependence,Conduct disorder,B,1,,,
Nicotine dependence,Conduct disorder,B,2,,,
Nicotine dependence,Conduct disorder,B,3,,,
Nicotine dependence,Conduct disorder,B,4,,,
Nicotine dependence,Conduct disorder,B,5,,,
Nicotine dependence,Conduct disorder,B,6,,,
Nicotine dependence,ODD,B,1,,,
Nicotine dependence,ODD,B,2,,,
Nicotine dependence,ODD,B,3,,,
Nicotine dependence,ODD,B,4,,,
Nicotine dependence,ODD,B,5,,,
Nicotine dependence,ODD,B,6,,,
Nicotine dependence,Alcohol abuse,B,1,20.6,17.9,23.7
Nicotine dependence,Alcohol abuse,B,2,9.6,8.3,11.1
Nicotine dependence,Alcohol abuse,B,3,4.1,3.5,4.8
Nicotine dependence,Alcohol abuse,B,4,2.3,1.9,2.7
Nicotine dependence,Alcohol abuse,B,5,1.8,1.4,2.1
Nicotine dependence,Alcohol abuse,B,6,1.9,1.4,2.7
Nicotine dependence,Alcohol dependence,B,1,,,
Nicotine dependence,Alcohol dependence,B,2,6,4.7,7.7
Nicotine dependence,Alcohol dependence,B,3,2.8,2.2,3.7
Nicotine dependence,Alcohol dependence,B,4,1.6,1.2,2.1
Nicotine dependence,Alcohol dependence,B,5,1.5,1.1,2
Nicotine dependence,Alcohol dependence,B,6,2.1,1.4,3.3
Nicotine dependence,Drug abuse,B,1,6.9,5.7,8.4
Nicotine dependence,Drug abuse,B,2,,,
Nicotine dependence,Drug abuse,B,3,1.4,1.1,1.8
Nicotine dependence,Drug abuse,B,4,0.8,0.6,1
Nicotine dependence,Drug abuse,B,5,,,
Nicotine dependence,Drug abuse,B,6,,,
Nicotine dependence,Drug dependence,B,1,,,
Nicotine dependence,Drug dependence,B,2,,,
Nicotine dependence,Drug dependence,B,3,,,
Nicotine dependence,Drug dependence,B,4,,,
Nicotine dependence,Drug dependence,B,5,,,
Nicotine dependence,Drug dependence,B,6,,,
Alcohol abuse,MDE,A,1,25,23.1,27.1
Alcohol abuse,MDE,A,2,20.9,19.8,22
Alcohol abuse,MDE,A,3,8.6,8.2,9.2
Alcohol abuse,MDE,A,4,4.6,4.3,4.9
Alcohol abuse,MDE,A,5,3.1,2.9,3.4
Alcohol abuse,MDE,A,6,2.7,2.3,3.3
Alcohol abuse,Bipolar disorder,A,1,46.4,41.7,51.6
Alcohol abuse,Bipolar disorder,A,2,23.3,20.7,26.1
Alcohol abuse,Bipolar disorder,A,3,10.4,9.2,11.8
Alcohol abuse,Bipolar disorder,A,4,6.8,5.9,7.9
Alcohol abuse,Bipolar disorder,A,5,5.8,4.8,6.9
Alcohol abuse,Bipolar disorder,A,6,6.7,4.6,9.6
Alcohol abuse,Dysthymia,A,1,,,
Alcohol abuse,Dysthymia,A,2,,,
Alcohol abuse,Dysthymia,A,3,11.4,10,12.9
Alcohol abuse,Dysthymia,A,4,6.1,5.3,7.1
Alcohol abuse,Dysthymia,A,5,3.7,3.1,4.5
Alcohol abuse,Dysthymia,A,6,2.5,1.7,3.7
Alcohol abuse,Panic disorder,A,1,,,
Alcohol abuse,Panic disorder,A,2,,,
Alcohol abuse,Panic disorder,A,3,11.4,10.1,12.9
Alcohol abuse,Panic disorder,A,4,6,5.1,7
Alcohol abuse,Panic disorder,A,5,,,
Alcohol abuse,Panic disorder,A,6,4.1,2.7,6.2
Alcohol abuse,GAD,A,1,34.1,30.7,37.8
Alcohol abuse,GAD,A,2,,,
Alcohol abuse,GAD,A,3,11,10.1,12
Alcohol abuse,GAD,A,4,5.6,5.1,6.1
Alcohol abuse,GAD,A,5,3.7,3.3,4.2
Alcohol abuse,GAD,A,6,2.9,2.2,3.9
Alcohol abuse,Social phobia,A,1,,,
Alcohol abuse,Social phobia,A,2,,,
Alcohol abuse,Social phobia,A,3,9.2,8.5,9.9
Alcohol abuse,Social phobia,A,4,5.4,4.9,6
Alcohol abuse,Social phobia,A,5,,,
Alcohol abuse,Social phobia,A,6,,,
Alcohol abuse,Specific phobia,A,1,,,
Alcohol abuse,Specific phobia,A,2,,,
Alcohol abuse,Specific phobia,A,3,,,
Alcohol abuse,Specific phobia,A,4,,,
Alcohol abuse,Specific phobia,A,5,,,
Alcohol abuse,Specific phobia,A,6,,,
Alcohol abuse,Agoraphobia,A,1,,,
Alcohol abuse,Agoraphobia,A,2,,,
Alcohol abuse,Agoraphobia,A,3,9.1,7.8,10.6
Alcohol abuse,Agoraphobia,A,4,,,
Alcohol abuse,Agoraphobia,A,5,,,
Alcohol abuse,Agoraphobia,A,6,,,
Alcohol abuse,PTSD,A,1,45.7,41.3,50.6
Alcohol abuse,PTSD,A,2,,,
Alcohol abuse,PTSD,A,3,11.8,10.7,13.1
Alcohol abuse,PTSD,A,4,6.4,5.7,7.3
Alcohol abuse,PTSD,A,5,4.3,3.6,5.2
Alcohol abuse,PTSD,A,6,3.5,2.5,5
Alcohol abuse,OCD,A,1,,,
Alcohol abuse,OCD,A,2,,,
Alcohol abuse,OCD,A,3,,,
Alcohol abuse,OCD,A,4,,,
Alcohol abuse,OCD,A,5,,,
Alcohol abuse,OCD,A,6,,,
Alcohol abuse,Adult SAD,A,1,,,
Alcohol abuse,Adult SAD,A,2,,,
Alcohol abuse,Adult SAD,A,3,9.1,8,10.2
Alcohol abuse,Adult SAD,A,4,4.9,4.2,5.7
Alcohol abuse,Adult SAD,A,5,3.9,3.1,5
Alcohol abuse,Adult SAD,A,6,5.5,3,10.2
Alcohol abuse,Child SAD,A,1,,,
Alcohol abuse,Child SAD,A,2,,,
Alcohol abuse,Child SAD,A,3,,,
Alcohol abuse,Child SAD,A,4,,,
Alcohol abuse,Child SAD,A,5,,,
Alcohol abuse,Child SAD,A,6,,,
Alcohol abuse,Anorexia nervosa,A,1,,,
Alcohol abuse,Anorexia nervosa,A,2,,,
Alcohol abuse,Anorexia nervosa,A,3,,,
Alcohol abuse,Anorexia nervosa,A,4,,,
Alcohol abuse,Anorexia nervosa,A,5,,,
Alcohol abuse,Anorexia nervosa,A,6,,,
Alcohol abuse,Bulimia nervosa,A,1,,,
Alcohol abuse,Bulimia nervosa,A,2,,,
Alcohol abuse,Bulimia nervosa,A,3,,,
Alcohol abuse,Bulimia nervosa,A,4,,,
Alcohol abuse,Bulimia nervosa,A,5,,,
Alcohol abuse,Bulimia nervosa,A,6,,,
Alcohol abuse,Binge eating disorder,A,1,,,
Alcohol abuse,Binge eating disorder,A,2,,,
Alcohol abuse,Binge eating disorder,A,3,9,7.9,10.4
Alcohol abuse,Binge eating disorder,A,4,5.3,4.4,6.4
Alcohol abuse,Binge eating disorder,A,5,,,
Alcohol abuse,Binge eating disorder,A,6,4.4,2,9.7
Alcohol abuse,IED,A,1,,,
Alcohol abuse,IED,A,2,,,
Alcohol abuse,IED,A,3,9.3,8.3,10.4
Alcohol abuse,IED,A,4,,,
Alcohol abuse,IED,A,5,,,
Alcohol abuse,IED,A,6,,,
Alcohol abuse,ADHD,A,1,,,
Alcohol abuse,ADHD,A,2,,,
Alcohol abuse,ADHD,A,3,,,
Alcohol abuse,ADHD,A,4,,,
Alcohol abuse,ADHD,A,5,,,
Alcohol abuse,ADHD,A,6,,,
Alcohol abuse,Conduct disorder,A,1,,,
Alcohol abuse,Conduct disorder,A,2,,,
Alcohol abuse,Conduct disorder,A,3,,,
Alcohol abuse,Conduct disorder,A,4,,,
Alcohol abuse,Conduct disorder,A,5,,,
Alcohol abuse,Conduct disorder,A,6,,,
Alcohol abuse,ODD,A,1,,,
Alcohol abuse,ODD,A,2,,,
Alcohol abuse,ODD,A,3,,,
Alcohol abuse,ODD,A,4,,,
Alcohol abuse,ODD,A,5,,,
Alcohol abuse,ODD,A,6,,,
Alcohol abuse,Nicotine dependence,A,1,60.3,55.3,65.8
Alcohol abuse,Nicotine dependence,A,2,26.7,24.6,29
Alcohol abuse,Nicotine dependence,A,3,10.8,9.9,11.8
Alcohol abuse,Nicotine dependence,A,4,5.3,4.8,5.8
Alcohol abuse,Nicotine dependence,A,5,3.5,3.1,3.9
Alcohol abuse,Nicotine dependence,A,6,2.8,2.2,3.6
Alcohol abuse,Alcohol dependence,A,1,127,117.2,137.7
Alcohol abuse,Alcohol dependence,A,2,66.3,61.3,71.7
Alcohol abuse,Alcohol dependence,A,3,32.6,30,35.5
Alcohol abuse,Alcohol dependence,A,4,19.9,18.1,22
Alcohol abuse,Alcohol dependence,A,5,18,15.8,20.5
Alcohol abuse,Alcohol dependence,A,6,21.9,17.5,27.3
Alcohol abuse,Drug abuse,A,1,53.6,49.8,57.6
Alcohol abuse,Drug abuse,A,2,31.2,29.2,33.3
Alcohol abuse,Drug abuse,A,3,16.2,15,17.4
Alcohol abuse,Drug abuse,A,4,12,10.9,13.1
Alcohol abuse,Drug abuse,A,5,12.7,11.1,14.5
Alcohol abuse,Drug abuse,A,6,,,
Alcohol abuse,Drug dependence,A,1,55.9,50.4,62.1
Alcohol abuse,Drug dependence,A,2,34.1,30.8,37.6
Alcohol abuse,Drug dependence,A,3,19.2,17,21.6
Alcohol abuse,Drug dependence,A,4,15.6,13.3,18.2
Alcohol abuse,Drug dependence,A,5,22.8,18.9,27.5
Alcohol abuse,Drug dependence,A,6,,,
Alcohol abuse,MDE,B,1,16.9,15.3,18.6
Alcohol abuse,MDE,B,2,11.1,10.1,12.3
Alcohol abuse,MDE,B,3,4.4,3.9,4.8
Alcohol abuse,MDE,B,4,2.2,2,2.5
Alcohol abuse,MDE,B,5,1.6,1.4,1.8
Alcohol abuse,MDE,B,6,1.8,1.5,2.2
Alcohol abuse,Bipolar disorder,B,1,20.1,16.6,24.3
Alcohol abuse,Bipolar disorder,B,2,9.5,7.8,11.6
Alcohol abuse,Bipolar disorder,B,3,3.9,3.2,4.9
Alcohol abuse,Bipolar disorder,B,4,2.5,2,3.2
Alcohol abuse,Bipolar disorder,B,5,2.4,1.8,3.1
Alcohol abuse,Bipolar disorder,B,6,3.5,2.4,5.1
Alcohol abuse,Dysthymia,B,1,,,
Alcohol abuse,Dysthymia,B,2,,,
Alcohol abuse,Dysthymia,B,3,2.4,1.7,3.5
Alcohol abuse,Dysthymia,B,4,1.3,0.9,1.9
Alcohol abuse,Dysthymia,B,5,0.9,0.6,1.4
Alcohol abuse,Dysthymia,B,6,1,0.6,1.8
Alcohol abuse,Panic disorder,B,1,,,
Alcohol abuse,Panic disorder,B,2,,,
Alcohol abuse,Panic disorder,B,3,3.9,3,5.1
Alcohol abuse,Panic disorder,B,4,2,1.5,2.7
Alcohol abuse,Panic disorder,B,5,,,
Alcohol abuse,Panic disorder,B,6,2,1.2,3.2
Alcohol abuse,GAD,B,1,18.6,15.9,21.6
Alcohol abuse,GAD,B,2,,,
Alcohol abuse,GAD,B,3,4.9,4.1,5.7
Alcohol abuse,GAD,B,4,2.5,2.1,2.9
Alcohol abuse,GAD,B,5,1.8,1.5,2.2
Alcohol abuse,GAD,B,6,1.7,1.3,2.4
Alcohol abuse,Social phobia,B,1,,,
Alcohol abuse,Social phobia,B,2,,,
Alcohol abuse,Social phobia,B,3,3.8,3.3,4.4
Alcohol abuse,Social phobia,B,4,2.2,1.9,2.6
Alcohol abuse,Social phobia,B,5,,,
Alcohol abuse,Social phobia,B,6,,,
Alcohol abuse,Specific phobia,B,1,,,
Alcohol abuse,Specific phobia,B,2,,,
Alcohol abuse,Specific phobia,B,3,,,
Alcohol abuse,Specific phobia,B,4,,,
Alcohol abuse,Specific phobia,B,5,,,
Alcohol abuse,Specific phobia,B,6,,,
Alcohol abuse,Agoraphobia,B,1,,,
Alcohol abuse,Agoraphobia,B,2,,,
Alcohol abuse,Agoraphobia,B,3,2.4,1.8,3.2
Alcohol abuse,Agoraphobia,B,4,,,
Alcohol abuse,Agoraphobia,B,5,,,
Alcohol abuse,Agoraphobia,B,6,,,
Alcohol abuse,PTSD,B,1,27.5,23.5,32.1
Alcohol abuse,PTSD,B,2,,,
Alcohol abuse,PTSD,B,3,6.3,5.4,7.5
Alcohol abuse,PTSD,B,4,3.4,2.8,4.1
Alcohol abuse,PTSD,B,5,2.5,2,3.1
Alcohol abuse,PTSD,B,6,2.2,1.6,3.1
Alcohol abuse,OCD,B,1,,,
Alcohol abuse,OCD,B,2,,,
Alcohol abuse,OCD,B,3,,,
Alcohol abuse,OCD,B,4,,,
Alcohol abuse,OCD,B,5,,,
