Prior disorder,Later disorder,Model,Time,HR,Lower,Upper
Agoraphobia,Bulimia nervosa,B,6,,,
Agoraphobia,Binge eating disorder,B,1,,,
Agoraphobia,Binge eating disorder,B,2,,,
Agoraphobia,Binge eating disorder,B,3,,,
Agoraphobia,Binge eating disorder,B,4,,,
Agoraphobia,Binge eating disorder,B,5,,,
Agoraphobia,Binge eating disorder,B,6,3,1.7,5.2
Agoraphobia,IED,B,1,,,
Agoraphobia,IED,B,2,,,
Agoraphobia,IED,B,3,,,
Agoraphobia,IED,B,4,5.1,3.2,8
Agoraphobia,IED,B,5,,,
Agoraphobia,IED,B,6,,,
Agoraphobia,ADHD,B,1,,,
Agoraphobia,ADHD,B,2,,,
Agoraphobia,ADHD,B,3,,,
Agoraphobia,ADHD,B,4,,,
Agoraphobia,ADHD,B,5,,,
Agoraphobia,ADHD,B,6,,,
Agoraphobia,Conduct disorder,B,1,,,
Agoraphobia,Conduct disorder,B,2,,,
Agoraphobia,Conduct disorder,B,3,,,
Agoraphobia,Conduct disorder,B,4,,,
Agoraphobia,Conduct disorder,B,5,,,
Agoraphobia,Conduct disorder,B,6,,,
Agoraphobia,ODD,B,1,,,
Agoraphobia,ODD,B,2,,,
Agoraphobia,ODD,B,3,,,
Agoraphobia,ODD,B,4,,,
Agoraphobia,ODD,B,5,,,
Agoraphobia,ODD,B,6,,,
Agoraphobia,Nicotine dependence,B,1,,,
Agoraphobia,Nicotine dependence,B,2,,,
Agoraphobia,Nicotine dependence,B,3,,,
Agoraphobia,Nicotine dependence,B,4,3.6,2.1,6.2
Agoraphobia,Nicotine dependence,B,5,1.8,1.1,3
Agoraphobia,Nicotine dependence,B,6,1.1,0.7,1.6
Agoraphobia,Alcohol abuse,B,1,,,
Agoraphobia,Alcohol abuse,B,2,,,
Agoraphobia,Alcohol abuse,B,3,9.3,7.1,12.1
Agoraphobia,Alcohol abuse,B,4,4.3,3.3,5.6
Agoraphobia,Alcohol abuse,B,5,3,2.3,3.9
Agoraphobia,Alcohol abuse,B,6,2.5,1.9,3.3
Agoraphobia,Alcohol dependence,B,1,,,
Agoraphobia,Alcohol dependence,B,2,,,
Agoraphobia,Alcohol dependence,B,3,,,
Agoraphobia,Alcohol dependence,B,4,8.9,6.3,12.6
Agoraphobia,Alcohol dependence,B,5,,,
Agoraphobia,Alcohol dependence,B,6,4.4,2.9,6.8
Agoraphobia,Drug abuse,B,1,,,
Agoraphobia,Drug abuse,B,2,,,
Agoraphobia,Drug abuse,B,3,,,
Agoraphobia,Drug abuse,B,4,3.8,2.5,5.8
Agoraphobia,Drug abuse,B,5,3.4,2.3,5
Agoraphobia,Drug abuse,B,6,,,
Agoraphobia,Drug dependence,B,1,,,
Agoraphobia,Drug dependence,B,2,,,
Agoraphobia,Drug dependence,B,3,,,
Agoraphobia,Drug dependence,B,4,,,
Agoraphobia,Drug dependence,B,5,,,
Agoraphobia,Drug dependence,B,6,,,
PTSD,MDE,A,1,127.6,119.2,136.7
PTSD,MDE,A,2,55.2,52,58.6
PTSD,MDE,A,3,20,18.8,21.3
PTSD,MDE,A,4,9.5,8.9,10.2
PTSD,MDE,A,5,6,5.5,6.5
PTSD,MDE,A,6,4.5,4,5.1
PTSD,Bipolar disorder,A,1,,,
PTSD,Bipolar disorder,A,2,,,
PTSD,Bipolar disorder,A,3,18.3,16.1,20.7
PTSD,Bipolar disorder,A,4,9.1,7.8,10.7
PTSD,Bipolar disorder,A,5,6.9,5.7,8.3
PTSD,Bipolar disorder,A,6,10.4,8,13.5
PTSD,Dysthymia,A,1,,,
PTSD,Dysthymia,A,2,,,
PTSD,Dysthymia,A,3,27.3,24.5,30.4
PTSD,Dysthymia,A,4,14.5,12.8,16.5
PTSD,Dysthymia,A,5,,,
PTSD,Dysthymia,A,6,8.8,6.9,11.3
PTSD,Panic disorder,A,1,,,
PTSD,Panic disorder,A,2,,,
PTSD,Panic disorder,A,3,21.3,18.6,24.4
PTSD,Panic disorder,A,4,11.1,9.5,13
PTSD,Panic disorder,A,5,,,
PTSD,Panic disorder,A,6,7.8,5.7,10.5
PTSD,GAD,A,1,130.4,120.5,141
PTSD,GAD,A,2,,,
PTSD,GAD,A,3,25,23.1,27
PTSD,GAD,A,4,12.8,11.7,14
PTSD,GAD,A,5,8.2,7.3,9.3
PTSD,GAD,A,6,6.8,5.6,8.2
PTSD,Social phobia,A,1,90.5,82.8,99
PTSD,Social phobia,A,2,,,
PTSD,Social phobia,A,3,17.3,15.8,19
PTSD,Social phobia,A,4,9.1,8.2,10.1
PTSD,Social phobia,A,5,6.8,6,7.7
PTSD,Social phobia,A,6,7.3,6,8.8
PTSD,Specific phobia,A,1,,,
PTSD,Specific phobia,A,2,,,
PTSD,Specific phobia,A,3,,,
PTSD,Specific phobia,A,4,,,
PTSD,Specific phobia,A,5,,,
PTSD,Specific phobia,A,6,,,
PTSD,Agoraphobia,A,1,,,
PTSD,Agoraphobia,A,2,,,
PTSD,Agoraphobia,A,3,,,
PTSD,Agoraphobia,A,4,,,
PTSD,Agoraphobia,A,5,,,
PTSD,Agoraphobia,A,6,7.2,5.2,10.1
PTSD,OCD,A,1,,,
PTSD,OCD,A,2,,,
PTSD,OCD,A,3,,,
PTSD,OCD,A,4,,,
PTSD,OCD,A,5,,,
PTSD,OCD,A,6,,,
PTSD,Adult SAD,A,1,,,
PTSD,Adult SAD,A,2,,,
PTSD,Adult SAD,A,3,16.8,14.6,19.4
PTSD,Adult SAD,A,4,9.1,7.6,10.8
PTSD,Adult SAD,A,5,,,
PTSD,Adult SAD,A,6,8.6,6.3,11.7
PTSD,Child SAD,A,1,,,
PTSD,Child SAD,A,2,,,
PTSD,Child SAD,A,3,,,
PTSD,Child SAD,A,4,,,
PTSD,Child SAD,A,5,,,
PTSD,Child SAD,A,6,,,
PTSD,Anorexia nervosa,A,1,,,
PTSD,Anorexia nervosa,A,2,,,
PTSD,Anorexia nervosa,A,3,,,
PTSD,Anorexia nervosa,A,4,,,
PTSD,Anorexia nervosa,A,5,,,
PTSD,Anorexia nervosa,A,6,,,
PTSD,Bulimia nervosa,A,1,,,
PTSD,Bulimia nervosa,A,2,,,
PTSD,Bulimia nervosa,A,3,,,
PTSD,Bulimia nervosa,A,4,,,
PTSD,Bulimia nervosa,A,5,,,
PTSD,Bulimia nervosa,A,6,,,
PTSD,Binge eating disorder,A,1,,,
PTSD,Binge eating disorder,A,2,,,
PTSD,Binge eating disorder,A,3,12.6,10.6,14.9
PTSD,Binge eating disorder,A,4,6.3,5.1,7.8
PTSD,Binge eating disorder,A,5,,,
PTSD,Binge eating disorder,A,6,5.1,3.2,8.1
PTSD,IED,A,1,,,
PTSD,IED,A,2,,,
PTSD,IED,A,3,,,
PTSD,IED,A,4,,,
PTSD,IED,A,5,,,
PTSD,IED,A,6,,,
PTSD,ADHD,A,1,,,
PTSD,ADHD,A,2,,,
PTSD,ADHD,A,3,,,
PTSD,ADHD,A,4,,,
PTSD,ADHD,A,5,,,
PTSD,ADHD,A,6,,,
PTSD,Conduct disorder,A,1,,,
PTSD,Conduct disorder,A,2,,,
PTSD,Conduct disorder,A,3,,,
PTSD,Conduct disorder,A,4,,,
PTSD,Conduct disorder,A,5,,,
PTSD,Conduct disorder,A,6,,,
PTSD,ODD,A,1,,,
PTSD,ODD,A,2,,,
PTSD,ODD,A,3,,,
PTSD,ODD,A,4,,,
PTSD,ODD,A,5,,,
PTSD,ODD,A,6,,,
PTSD,Nicotine dependence,A,1,,,
PTSD,Nicotine dependence,A,2,,,
PTSD,Nicotine dependence,A,3,12.1,10.3,14.3
PTSD,Nicotine dependence,A,4,5.5,4.8,6.3
PTSD,Nicotine dependence,A,5,3,2.5,3.5
PTSD,Nicotine dependence,A,6,2.6,2,3.3
PTSD,Alcohol abuse,A,1,71,63.9,78.8
PTSD,Alcohol abuse,A,2,32.7,29.7,36.1
PTSD,Alcohol abuse,A,3,12.6,11.4,14
PTSD,Alcohol abuse,A,4,6,5.4,6.8
PTSD,Alcohol abuse,A,5,3.6,3.1,4.1
PTSD,Alcohol abuse,A,6,2.7,2.2,3.4
PTSD,Alcohol dependence,A,1,,,
PTSD,Alcohol dependence,A,2,,,
PTSD,Alcohol dependence,A,3,22.2,19.4,25.4
PTSD,Alcohol dependence,A,4,10.9,9.3,12.7
PTSD,Alcohol dependence,A,5,7.5,6.2,8.9
PTSD,Alcohol dependence,A,6,6.5,4.7,9
PTSD,Drug abuse,A,1,,,
PTSD,Drug abuse,A,2,,,
PTSD,Drug abuse,A,3,13.2,11.7,14.9
PTSD,Drug abuse,A,4,6.4,5.5,7.4
PTSD,Drug abuse,A,5,4.5,3.6,5.6
PTSD,Drug abuse,A,6,4.6,3.2,6.7
PTSD,Drug dependence,A,1,,,
PTSD,Drug dependence,A,2,,,
PTSD,Drug dependence,A,3,20.4,17.7,23.6
PTSD,Drug dependence,A,4,10.1,8.5,12.1
PTSD,Drug dependence,A,5,8.3,6.4,10.6
PTSD,Drug dependence,A,6,,,
PTSD,MDE,B,1,82.6,74.5,91.6
PTSD,MDE,B,2,35.1,31.8,38.7
PTSD,MDE,B,3,12.9,11.7,14.3
PTSD,MDE,B,4,6.2,5.5,6.9
PTSD,MDE,B,5,4,3.5,4.5
PTSD,MDE,B,6,3.3,2.8,3.9
PTSD,Bipolar disorder,B,1,,,
PTSD,Bipolar disorder,B,2,,,
PTSD,Bipolar disorder,B,3,5.1,3.5,7.3
PTSD,Bipolar disorder,B,4,3.1,2.2,4.4
PTSD,Bipolar disorder,B,5,2.5,1.7,3.7
PTSD,Bipolar disorder,B,6,4.2,2.7,6.5
PTSD,Dysthymia,B,1,,,
PTSD,Dysthymia,B,2,,,
PTSD,Dysthymia,B,3,8.7,6.6,11.4
PTSD,Dysthymia,B,4,5.1,3.8,6.8
PTSD,Dysthymia,B,5,,,
PTSD,Dysthymia,B,6,5,3.4,7.2
PTSD,Panic disorder,B,1,,,
PTSD,Panic disorder,B,2,,,
PTSD,Panic disorder,B,3,9,6.9,11.7
PTSD,Panic disorder,B,4,4.9,3.7,6.5
PTSD,Panic disorder,B,5,,,
PTSD,Panic disorder,B,6,3.9,2.6,5.9
PTSD,GAD,B,1,66,56.3,77.4
PTSD,GAD,B,2,,,
PTSD,GAD,B,3,13,11.1,15.3
PTSD,GAD,B,4,6.9,5.8,8.2
PTSD,GAD,B,5,4.7,3.9,5.7
PTSD,GAD,B,6,4.5,3.5,5.8
PTSD,Social phobia,B,1,42.2,35.2,50.6
PTSD,Social phobia,B,2,,,
PTSD,Social phobia,B,3,7.7,6.4,9.4
PTSD,Social phobia,B,4,4.3,3.6,5.2
PTSD,Social phobia,B,5,3.3,2.6,4.1
PTSD,Social phobia,B,6,4,3.2,5.1
PTSD,Specific phobia,B,1,,,
PTSD,Specific phobia,B,2,,,
PTSD,Specific phobia,B,3,,,
PTSD,Specific phobia,B,4,,,
PTSD,Specific phobia,B,5,,,
PTSD,Specific phobia,B,6,,,
PTSD,Agoraphobia,B,1,,,
PTSD,Agoraphobia,B,2,,,
PTSD,Agoraphobia,B,3,,,
PTSD,Agoraphobia,B,4,,,
PTSD,Agoraphobia,B,5,,,
PTSD,Agoraphobia,B,6,2,1.2,3.3
PTSD,OCD,B,1,,,
PTSD,OCD,B,2,,,
PTSD,OCD,B,3,,,
PTSD,OCD,B,4,,,
PTSD,OCD,B,5,,,
PTSD,OCD,B,6,,,
PTSD,Adult SAD,B,1,,,
PTSD,Adult SAD,B,2,,,
PTSD,Adult SAD,B,3,3.6,2.5,5.2
PTSD,Adult SAD,B,4,2,1.3,2.9
PTSD,Adult SAD,B,5,,,
PTSD,Adult SAD,B,6,1.8,1.1,3.1
PTSD,Child SAD,B,1,,,
PTSD,Child SAD,B,2,,,
PTSD,Child SAD,B,3,,,
PTSD,Child SAD,B,4,,,
PTSD,Child SAD,B,5,,,
PTSD,Child SAD,B,6,,,
PTSD,Anorexia nervosa,B,1,,,
PTSD,Anorexia nervosa,B,2,,,
PTSD,Anorexia nervosa,B,3,,,
PTSD,Anorexia nervosa,B,4,,,
PTSD,Anorexia nervosa,B,5,,,
PTSD,Anorexia nervosa,B,6,,,
PTSD,Bulimia nervosa,B,1,,,
PTSD,Bulimia nervosa,B,2,,,
PTSD,Bulimia nervosa,B,3,,,
PTSD,Bulimia nervosa,B,4,,,
PTSD,Bulimia nervosa,B,5,,,
PTSD,Bulimia nervosa,B,6,,,
PTSD,Binge eating disorder,B,1,,,
PTSD,Binge eating disorder,B,2,,,
PTSD,Binge eating disorder,B,3,4.1,2.5,6.5
PTSD,Binge eating disorder,B,4,2.5,1.7,3.8
PTSD,Binge eating disorder,B,5,,,
PTSD,Binge eating disorder,B,6,2.7,1.5,4.9
PTSD,IED,B,1,,,
PTSD,IED,B,2,,,
PTSD,IED,B,3,,,
PTSD,IED,B,4,,,
PTSD,IED,B,5,,,
PTSD,IED,B,6,,,
PTSD,ADHD,B,1,,,
PTSD,ADHD,B,2,,,
PTSD,ADHD,B,3,,,
PTSD,ADHD,B,4,,,
PTSD,ADHD,B,5,,,
PTSD,ADHD,B,6,,,
PTSD,Conduct disorder,B,1,,,
PTSD,Conduct disorder,B,2,,,
PTSD,Conduct disorder,B,3,,,
PTSD,Conduct disorder,B,4,,,
PTSD,Conduct disorder,B,5,,,
PTSD,Conduct disorder,B,6,,,
PTSD,ODD,B,1,,,
PTSD,ODD,B,2,,,
PTSD,ODD,B,3,,,
PTSD,ODD,B,4,,,
PTSD,ODD,B,5,,,
PTSD,ODD,B,6,,,
PTSD,Nicotine dependence,B,1,,,
PTSD,Nicotine dependence,B,2,,,
PTSD,Nicotine dependence,B,3,7.5,5.9,9.4
PTSD,Nicotine dependence,B,4,3.3,2.7,4.1
PTSD,Nicotine dependence,B,5,1.7,1.3,2.2
PTSD,Nicotine dependence,B,6,1.5,1,2.3
PTSD,Alcohol abuse,B,1,40.3,33.4,48.6
PTSD,Alcohol abuse,B,2,17.8,14.7,21.7
PTSD,Alcohol abuse,B,3,7.1,5.8,8.6
PTSD,Alcohol abuse,B,4,3.8,3.1,4.6
PTSD,Alcohol abuse,B,5,2.5,2,3.1
PTSD,Alcohol abuse,B,6,2.1,1.6,2.7
PTSD,Alcohol dependence,B,1,,,
PTSD,Alcohol dependence,B,2,,,
PTSD,Alcohol dependence,B,3,7.3,5.2,10.4
PTSD,Alcohol dependence,B,4,4.4,3.1,6.2
PTSD,Alcohol dependence,B,5,3.8,2.7,5.4
PTSD,Alcohol dependence,B,6,4.1,2.7,6.3
PTSD,Drug abuse,B,1,,,
PTSD,Drug abuse,B,2,,,
PTSD,Drug abuse,B,3,5.1,3.9,6.8
PTSD,Drug abuse,B,4,3.1,2.4,4
PTSD,Drug abuse,B,5,2.8,2.1,3.8
PTSD,Drug abuse,B,6,3.2,2.1,4.9
PTSD,Drug dependence,B,1,,,
PTSD,Drug dependence,B,2,,,
PTSD,Drug dependence,B,3,5.5,3.6,8.4
PTSD,Drug dependence,B,4,3.7,2.5,5.6
PTSD,Drug dependence,B,5,4.4,2.8,6.9
PTSD,Drug dependence,B,6,,,
OCD,MDE,A,1,,,
OCD,MDE,A,2,,,
OCD,MDE,A,3,14.7,11.7,18.4
OCD,MDE,A,4,7.5,6.1,9.1
OCD,MDE,A,5,4.4,3.4,5.6
OCD,MDE,A,6,2.7,1.8,4
OCD,Bipolar disorder,A,1,,,
OCD,Bipolar disorder,A,2,,,
OCD,Bipolar disorder,A,3,,,
OCD,Bipolar disorder,A,4,,,
OCD,Bipolar disorder,A,5,,,
OCD,Bipolar disorder,A,6,,,
OCD,Dysthymia,A,1,,,
OCD,Dysthymia,A,2,,,
OCD,Dysthymia,A,3,,,
OCD,Dysthymia,A,4,,,
OCD,Dysthymia,A,5,,,
OCD,Dysthymia,A,6,,,
OCD,Panic disorder,A,1,,,
OCD,Panic disorder,A,2,,,
OCD,Panic disorder,A,3,,,
OCD,Panic disorder,A,4,,,
OCD,Panic disorder,A,5,,,
OCD,Panic disorder,A,6,,,
OCD,GAD,A,1,,,
OCD,GAD,A,2,,,
OCD,GAD,A,3,,,
OCD,GAD,A,4,,,
OCD,GAD,A,5,,,
OCD,GAD,A,6,3.4,2.4,4.9
OCD,Social phobia,A,1,,,
OCD,Social phobia,A,2,,,
OCD,Social phobia,A,3,,,
OCD,Social phobia,A,4,,,
OCD,Social phobia,A,5,,,
OCD,Social phobia,A,6,,,
OCD,Specific phobia,A,1,,,
OCD,Specific phobia,A,2,,,
OCD,Specific phobia,A,3,,,
OCD,Specific phobia,A,4,,,
OCD,Specific phobia,A,5,,,
OCD,Specific phobia,A,6,,,
OCD,Agoraphobia,A,1,,,
OCD,Agoraphobia,A,2,,,
OCD,Agoraphobia,A,3,,,
OCD,Agoraphobia,A,4,,,
OCD,Agoraphobia,A,5,,,
OCD,Agoraphobia,A,6,,,
OCD,PTSD,A,1,,,
OCD,PTSD,A,2,,,
OCD,PTSD,A,3,,,
OCD,PTSD,A,4,,,
OCD,PTSD,A,5,,,
OCD,PTSD,A,6,,,
OCD,Adult SAD,A,1,,,
OCD,Adult SAD,A,2,,,
OCD,Adult SAD,A,3,,,
OCD,Adult SAD,A,4,,,
OCD,Adult SAD,A,5,,,
OCD,Adult SAD,A,6,,,
OCD,Child SAD,A,1,,,
OCD,Child SAD,A,2,,,
OCD,Child SAD,A,3,,,
OCD,Child SAD,A,4,,,
OCD,Child SAD,A,5,,,
OCD,Child SAD,A,6,,,
OCD,Anorexia nervosa,A,1,,,
OCD,Anorexia nervosa,A,2,,,
OCD,Anorexia nervosa,A,3,,,
OCD,Anorexia nervosa,A,4,,,
OCD,Anorexia nervosa,A,5,,,
OCD,Anorexia nervosa,A,6,,,
OCD,Bulimia nervosa,A,1,,,
OCD,Bulimia nervosa,A,2,,,
OCD,Bulimia nervosa,A,3,,,
OCD,Bulimia nervosa,A,4,,,
OCD,Bulimia nervosa,A,5,,,
OCD,Bulimia nervosa,A,6,,,
OCD,Binge eating disorder,A,1,,,
OCD,Binge eating disorder,A,2,,,
OCD,Binge eating disorder,A,3,,,
OCD,Binge eating disorder,A,4,,,
OCD,Binge eating disorder,A,5,,,
OCD,Binge eating disorder,A,6,,,
OCD,IED,A,1,,,
OCD,IED,A,2,,,
OCD,IED,A,3,,,
OCD,IED,A,4,,,
OCD,IED,A,5,,,
OCD,IED,A,6,,,
OCD,ADHD,A,1,,,
OCD,ADHD,A,2,,,
OCD,ADHD,A,3,,,
OCD,ADHD,A,4,,,
OCD,ADHD,A,5,,,
OCD,ADHD,A,6,,,
OCD,Conduct disorder,A,1,,,
OCD,Conduct disorder,A,2,,,
OCD,Conduct disorder,A,3,,,
OCD,Conduct disorder,A,4,,,
OCD,Conduct disorder,A,5,,,
OCD,Conduct disorder,A,6,,,
OCD,ODD,A,1,,,
OCD,ODD,A,2,,,
OCD,ODD,A,3,,,
OCD,ODD,A,4,,,
OCD,ODD,A,5,,,
OCD,ODD,A,6,,,
OCD,Nicotine dependence,A,1,,,
OCD,Nicotine dependence,A,2,,,
OCD,Nicotine dependence,A,3,,,
OCD,Nicotine dependence,A,4,,,
OCD,Nicotine dependence,A,5,,,
OCD,Nicotine dependence,A,6,,,
OCD,Alcohol abuse,A,1,,,
OCD,Alcohol abuse,A,2,,,
OCD,Alcohol abuse,A,3,,,
OCD,Alcohol abuse,A,4,6.5,5,8.4
OCD,Alcohol abuse,A,5,,,
OCD,Alcohol abuse,A,6,,,
OCD,Alcohol dependence,A,1,,,
OCD,Alcohol dependence,A,2,,,
OCD,Alcohol dependence,A,3,,,
OCD,Alcohol dependence,A,4,,,
OCD,Alcohol dependence,A,5,,,
OCD,Alcohol dependence,A,6,,,
OCD,Drug abuse,A,1,,,
OCD,Drug abuse,A,2,,,
OCD,Drug abuse,A,3,,,
OCD,Drug abuse,A,4,,,
OCD,Drug abuse,A,5,,,
OCD,Drug abuse,A,6,,,
OCD,Drug dependence,A,1,,,
OCD,Drug dependence,A,2,,,
OCD,Drug dependence,A,3,,,
OCD,Drug dependence,A,4,,,
OCD,Drug dependence,A,5,,,
OCD,Drug dependence,A,6,,,
OCD,MDE,B,1,,,
OCD,MDE,B,2,,,
OCD,MDE,B,3,8.6,6.3,11.6
OCD,MDE,B,4,4.5,3.4,6.1
OCD,MDE,B,5,2.7,1.9,3.8
OCD,MDE,B,6,1.7,1.1,2.7
OCD,Bipolar disorder,B,1,,,
OCD,Bipolar disorder,B,2,,,
OCD,Bipolar disorder,B,3,,,
OCD,Bipolar disorder,B,4,,,
OCD,Bipolar disorder,B,5,,,
OCD,Bipolar disorder,B,6,,,
OCD,Dysthymia,B,1,,,
OCD,Dysthymia,B,2,,,
OCD,Dysthymia,B,3,,,
OCD,Dysthymia,B,4,,,
OCD,Dysthymia,B,5,,,
OCD,Dysthymia,B,6,,,
OCD,Panic disorder,B,1,,,
OCD,Panic disorder,B,2,,,
OCD,Panic disorder,B,3,,,
OCD,Panic disorder,B,4,,,
OCD,Panic disorder,B,5,,,
OCD,Panic disorder,B,6,,,
OCD,GAD,B,1,,,
OCD,GAD,B,2,,,
OCD,GAD,B,3,,,
OCD,GAD,B,4,,,
OCD,GAD,B,5,,,
OCD,GAD,B,6,2.7,1.7,4.3
OCD,Social phobia,B,1,,,
OCD,Social phobia,B,2,,,
OCD,Social phobia,B,3,,,
OCD,Social phobia,B,4,,,
OCD,Social phobia,B,5,,,
OCD,Social phobia,B,6,,,
OCD,Specific phobia,B,1,,,
OCD,Specific phobia,B,2,,,
OCD,Specific phobia,B,3,,,
OCD,Specific phobia,B,4,,,
OCD,Specific phobia,B,5,,,
OCD,Specific phobia,B,6,,,
OCD,Agoraphobia,B,1,,,
OCD,Agoraphobia,B,2,,,
OCD,Agoraphobia,B,3,,,
OCD,Agoraphobia,B,4,,,
OCD,Agoraphobia,B,5,,,
OCD,Agoraphobia,B,6,,,
OCD,PTSD,B,1,,,
OCD,PTSD,B,2,,,
OCD,PTSD,B,3,,,
OCD,PTSD,B,4,,,
OCD,PTSD,B,5,,,
OCD,PTSD,B,6,,,
OCD,Adult SAD,B,1,,,
OCD,Adult SAD,B,2,,,
OCD,Adult SAD,B,3,,,
OCD,Adult SAD,B,4,,,
OCD,Adult SAD,B,5,,,
OCD,Adult SAD,B,6,,,
OCD,Child SAD,B,1,,,
OCD,Child SAD,B,2,,,
OCD,Child SAD,B,3,,,
OCD,Child SAD,B,4,,,
OCD,Child SAD,B,5,,,
OCD,Child SAD,B,6,,,
OCD,Anorexia nervosa,B,1,,,
OCD,Anorexia nervosa,B,2,,,
OCD,Anorexia nervosa,B,3,,,
OCD,Anorexia nervosa,B,4,,,
OCD,Anorexia nervosa,B,5,,,
OCD,Anorexia nervosa,B,6,,,
OCD,Bulimia nervosa,B,1,,,
OCD,Bulimia nervosa,B,2,,,
OCD,Bulimia nervosa,B,3,,,
OCD,Bulimia nervosa,B,4,,,
OCD,Bulimia nervosa,B,5,,,
OCD,Bulimia nervosa,B,6,,,
OCD,Binge eating disorder,B,1,,,
OCD,Binge eating disorder,B,2,,,
OCD,Binge eating disorder,B,3,,,
OCD,Binge eating disorder,B,4,,,
OCD,Binge eating disorder,B,5,,,
OCD,Binge eating disorder,B,6,,,
OCD,IED,B,1,,,
OCD,IED,B,2,,,
OCD,IED,B,3,,,
OCD,IED,B,4,,,
OCD,IED,B,5,,,
OCD,IED,B,6,,,
OCD,ADHD,B,1,,,
OCD,ADHD,B,2,,,
OCD,ADHD,B,3,,,
OCD,ADHD,B,4,,,
OCD,ADHD,B,5,,,
OCD,ADHD,B,6,,,
OCD,Conduct disorder,B,1,,,
OCD,Conduct disorder,B,2,,,
OCD,Conduct disorder,B,3,,,
OCD,Conduct disorder,B,4,,,
OCD,Conduct disorder,B,5,,,
OCD,Conduct disorder,B,6,,,
OCD,ODD,B,1,,,
OCD,ODD,B,2,,,
OCD,ODD,B,3,,,
OCD,ODD,B,4,,,
OCD,ODD,B,5,,,
OCD,ODD,B,6,,,
OCD,Nicotine dependence,B,1,,,
OCD,Nicotine dependence,B,2,,,
OCD,Nicotine dependence,B,3,,,
OCD,Nicotine dependence,B,4,,,
OCD,Nicotine dependence,B,5,,,
OCD,Nicotine dependence,B,6,,,
OCD,Alcohol abuse,B,1,,,
OCD,Alcohol abuse,B,2,,,
OCD,Alcohol abuse,B,3,,,
OCD,Alcohol abuse,B,4,3.1,1.9,4.9
OCD,Alcohol abuse,B,5,,,
OCD,Alcohol abuse,B,6,,,
OCD,Alcohol dependence,B,1,,,
OCD,Alcohol dependence,B,2,,,
OCD,Alcohol dependence,B,3,,,
OCD,Alcohol dependence,B,4,,,
OCD,Alcohol dependence,B,5,,,
OCD,Alcohol dependence,B,6,,,
OCD,Drug abuse,B,1,,,
OCD,Drug abuse,B,2,,,
OCD,Drug abuse,B,3,,,
OCD,Drug abuse,B,4,,,
OCD,Drug abuse,B,5,,,
OCD,Drug abuse,B,6,,,
OCD,Drug dependence,B,1,,,
OCD,Drug dependence,B,2,,,
OCD,Drug dependence,B,3,,,
OCD,Drug dependence,B,4,,,
OCD,Drug dependence,B,5,,,
OCD,Drug dependence,B,6,,,
Adult SAD,MDE,A,1,85.8,75.3,97.7
Adult SAD,MDE,A,2,,,
Adult SAD,MDE,A,3,15,13.3,16.8
Adult SAD,MDE,A,4,7.8,6.9,8.8
Adult SAD,MDE,A,5,4.9,4.3,5.5
Adult SAD,MDE,A,6,3.6,3,4.4
Adult SAD,Bipolar disorder,A,1,,,
Adult SAD,Bipolar disorder,A,2,,,
Adult SAD,Bipolar disorder,A,3,17.9,15,21.3
Adult SAD,Bipolar disorder,A,4,10.5,8.6,12.7
Adult SAD,Bipolar disorder,A,5,,,
Adult SAD,Bipolar disorder,A,6,7.6,5,11.5
Adult SAD,Dysthymia,A,1,,,
Adult SAD,Dysthymia,A,2,,,
Adult SAD,Dysthymia,A,3,,,
Adult SAD,Dysthymia,A,4,,,
Adult SAD,Dysthymia,A,5,,,
Adult SAD,Dysthymia,A,6,6.3,4.2,9.5
Adult SAD,Panic disorder,A,1,,,
Adult SAD,Panic disorder,A,2,,,
Adult SAD,Panic disorder,A,3,,,
Adult SAD,Panic disorder,A,4,,,
Adult SAD,Panic disorder,A,5,,,
Adult SAD,Panic disorder,A,6,,,
Adult SAD,GAD,A,1,,,
Adult SAD,GAD,A,2,,,
Adult SAD,GAD,A,3,,,
Adult SAD,GAD,A,4,12.1,10.3,14.3
Adult SAD,GAD,A,5,8.1,6.9,9.5
Adult SAD,GAD,A,6,4.5,3.2,6.1
Adult SAD,Social phobia,A,1,,,
Adult SAD,Social phobia,A,2,,,
Adult SAD,Social phobia,A,3,,,
Adult SAD,Social phobia,A,4,,,
Adult SAD,Social phobia,A,5,,,
Adult SAD,Social phobia,A,6,,,
Adult SAD,Specific phobia,A,1,,,
Adult SAD,Specific phobia,A,2,,,
Adult SAD,Specific phobia,A,3,,,
Adult SAD,Specific phobia,A,4,,,
Adult SAD,Specific phobia,A,5,,,
Adult SAD,Specific phobia,A,6,,,
Adult SAD,Agoraphobia,A,1,,,
Adult SAD,Agoraphobia,A,2,,,
Adult SAD,Agoraphobia,A,3,,,
Adult SAD,Agoraphobia,A,4,,,
Adult SAD,Agoraphobia,A,5,,,
Adult SAD,Agoraphobia,A,6,,,
Adult SAD,PTSD,A,1,,,
Adult SAD,PTSD,A,2,,,
Adult SAD,PTSD,A,3,,,
Adult SAD,PTSD,A,4,8.9,7.3,10.8
Adult SAD,PTSD,A,5,,,
Adult SAD,PTSD,A,6,3.9,2.9,5.2
Adult SAD,OCD,A,1,,,
Adult SAD,OCD,A,2,,,
Adult SAD,OCD,A,3,,,
Adult SAD,OCD,A,4,,,
Adult SAD,OCD,A,5,,,
Adult SAD,OCD,A,6,,,
